station_no,date,delta,hist_level
6335050,2001-08-07,-73.0,329.0
6335050,2001-08-08,-62.0,329.0
6335050,2001-08-09,-58.0,329.0
6335050,2001-08-10,-59.0,329.0
6335050,2001-08-11,-65.0,329.0
6335050,2001-11-09,0.0,230.0
6335050,2001-11-10,137.0,230.0
6335050,2001-11-11,215.0,230.0
6335050,2001-11-12,190.0,230.0
6335050,2001-11-13,131.0,230.0
6335050,2001-11-14,89.0,230.0
6335050,2001-11-15,65.0,230.0
6335050,2001-11-16,52.0,230.0
6335050,2001-11-17,37.0,230.0
6335050,2001-11-18,19.0,230.0
6335050,2001-11-19,6.0,230.0
6335050,2001-11-20,-2.0,230.0
6335050,2001-11-21,-13.0,230.0
6335050,2001-11-22,-16.0,230.0
6335050,2001-11-23,-8.0,230.0
6335050,2001-11-24,5.0,230.0
6335050,2001-11-25,19.0,230.0
6335050,2002-02-23,0.0,701.0
6335050,2002-02-24,-2.0,701.0
6335050,2002-02-25,-33.0,701.0
6335050,2002-02-26,-12.0,701.0
6335050,2002-02-27,50.0,701.0
6335050,2002-02-28,108.0,701.0
6335050,2002-03-01,114.0,701.0
6335050,2002-03-02,81.0,701.0
6335050,2002-03-03,32.0,701.0
6335050,2002-03-04,-21.0,701.0
6335050,2002-03-05,-73.0,701.0
6335050,2002-03-06,-128.0,701.0
6335050,2002-03-07,-176.0,701.0
6335050,2002-03-08,-216.0,701.0
6335050,2002-03-09,-245.0,701.0
6335050,2002-03-10,-276.0,701.0
6335050,2002-03-11,-303.0,701.0
6335050,2002-06-09,0.0,307.0
6335050,2002-06-10,34.0,307.0
6335050,2002-06-11,61.0,307.0
6335050,2002-06-12,58.0,307.0
6335050,2002-06-13,60.0,307.0
6335050,2002-06-14,60.0,307.0
6335050,2002-06-15,52.0,307.0
6335050,2002-06-16,27.0,307.0
6335050,2002-06-17,14.0,307.0
6335050,2002-06-18,2.0,307.0
6335050,2002-06-19,-14.0,307.0
6335050,2002-06-20,-20.0,307.0
6335050,2002-06-21,-21.0,307.0
6335050,2002-06-22,-28.0,307.0
6335050,2002-06-23,-27.0,307.0
6335050,2002-06-24,-28.0,307.0
6335050,2002-06-25,-38.0,307.0
6335050,2002-09-23,0.0,187.0
6335050,2002-09-24,15.0,187.0
6335050,2002-09-25,30.0,187.0
6335050,2002-09-26,73.0,187.0
6335050,2002-09-27,153.0,187.0
6335050,2002-09-28,210.0,187.0
6335050,2002-09-29,199.0,187.0
6335050,2002-09-30,174.0,187.0
6335050,2002-10-01,144.0,187.0
6335050,2002-10-02,112.0,187.0
6335050,2002-10-03,87.0,187.0
6335050,2002-10-04,73.0,187.0
6335050,2002-10-05,61.0,187.0
6335050,2002-10-06,65.0,187.0
6335050,2002-10-07,69.0,187.0
6335050,2002-10-08,82.0,187.0
6335050,2002-10-09,106.0,187.0
6335050,2003-01-07,0.0,867.0
6335050,2003-01-08,-43.0,867.0
6335050,2003-01-09,-118.0,867.0
6335050,2003-01-10,-210.0,867.0
6335050,2003-01-11,-295.0,867.0
6335050,2003-01-12,-355.0,867.0
6335050,2003-01-13,-399.0,867.0
6335050,2003-01-14,-431.0,867.0
6335050,2003-01-15,-451.0,867.0
6335050,2003-01-16,-460.0,867.0
6335050,2003-01-17,-465.0,867.0
6335050,2003-01-18,-464.0,867.0
6335050,2003-01-19,-469.0,867.0
6335050,2003-01-20,-484.0,867.0
6335050,2003-01-21,-496.0,867.0
6335050,2003-01-22,-493.0,867.0
6335050,2003-01-23,-465.0,867.0
6335050,2003-04-23,0.0,168.0
6335050,2003-04-24,4.0,168.0
6335050,2003-04-25,6.0,168.0
6335050,2003-04-26,7.0,168.0
6335050,2003-04-27,10.0,168.0
6335050,2003-04-28,7.0,168.0
6335050,2003-04-29,7.0,168.0
6335050,2003-04-30,8.0,168.0
6335050,2003-05-01,16.0,168.0
6335050,2003-05-02,18.0,168.0
6335050,2003-05-03,25.0,168.0
6335050,2003-05-04,35.0,168.0
6335050,2003-05-05,38.0,168.0
6335050,2003-05-06,39.0,168.0
6335050,2003-05-07,42.0,168.0
6335050,2003-05-08,37.0,168.0
6335050,2003-05-09,36.0,168.0
6335050,2003-08-07,0.0,117.0
6335050,2003-08-08,-7.0,117.0
6335050,2003-08-09,-12.0,117.0
6335050,2003-08-10,-19.0,117.0
6335050,2003-08-11,-25.0,117.0
6335050,2003-08-12,-26.0,117.0
6335050,2003-08-13,-31.0,117.0
6335050,2003-08-14,-35.0,117.0
6335050,2003-08-15,-40.0,117.0
6335050,2003-08-16,-43.0,117.0
6335050,2003-08-17,-41.0,117.0
6335050,2003-08-18,-33.0,117.0
6335050,2003-08-19,-18.0,117.0
6335050,2003-08-20,-19.0,117.0
6335050,2003-08-21,-20.0,117.0
6335050,2003-08-22,-25.0,117.0
6335050,2003-08-23,-30.0,117.0
6335050,2003-11-21,0.0,145.0
6335050,2003-11-22,-12.0,145.0
6335050,2003-11-23,-22.0,145.0
6335050,2003-11-24,-28.0,145.0
6335050,2003-11-25,-34.0,145.0
6335050,2003-11-26,-40.0,145.0
6335050,2003-11-27,-44.0,145.0
6335050,2003-11-28,-43.0,145.0
6335050,2003-11-29,-33.0,145.0
6335050,2003-11-30,-23.0,145.0
6335050,2003-12-01,0.0,145.0
6335050,2003-12-02,22.0,145.0
6335050,2003-12-03,19.0,145.0
6335050,2003-12-04,1.0,145.0
6335050,2003-12-05,-9.0,145.0
6335050,2003-12-06,-11.0,145.0
6335050,2003-12-07,-17.0,145.0
6335050,2004-03-06,0.0,172.0
6335050,2004-03-07,-4.0,172.0
6335050,2004-03-08,-4.0,172.0
6335050,2004-03-09,-1.0,172.0
6335050,2004-03-10,4.0,172.0
6335050,2004-03-11,5.0,172.0
6335050,2004-03-12,4.0,172.0
6335050,2004-03-13,-2.0,172.0
6335050,2004-03-14,-1.0,172.0
6335050,2004-03-15,5.0,172.0
6335050,2004-03-16,11.0,172.0
6335050,2004-03-17,19.0,172.0
6335050,2004-03-18,30.0,172.0
6335050,2004-03-19,30.0,172.0
6335050,2004-03-20,31.0,172.0
6335050,2004-03-21,36.0,172.0
6335050,2004-03-22,57.0,172.0
6335050,2004-06-20,0.0,265.0
6335050,2004-06-21,-8.0,265.0
6335050,2004-06-22,-18.0,265.0
6335050,2004-06-23,-21.0,265.0
6335050,2004-06-24,-19.0,265.0
6335050,2004-06-25,-25.0,265.0
6335050,2004-06-26,-35.0,265.0
6335050,2004-06-27,-45.0,265.0
6335050,2004-06-28,-56.0,265.0
6335050,2004-06-29,-62.0,265.0
6335050,2004-06-30,-69.0,265.0
6335050,2004-07-01,-75.0,265.0
6335050,2004-07-02,-77.0,265.0
6335050,2004-07-03,-75.0,265.0
6335050,2004-07-04,-68.0,265.0
6335050,2004-07-05,-65.0,265.0
6335050,2004-07-06,-70.0,265.0
6335050,2004-10-04,0.0,169.0
6335050,2004-10-05,-8.0,169.0
6335050,2004-10-06,-17.0,169.0
6335050,2004-10-07,-26.0,169.0
6335050,2004-10-08,-30.0,169.0
6335050,2004-10-09,-33.0,169.0
6335050,2004-10-10,-31.0,169.0
6335050,2004-10-11,-28.0,169.0
6335050,2004-10-12,-15.0,169.0
6335050,2004-10-13,3.0,169.0
6335050,2004-10-14,16.0,169.0
6335050,2004-10-15,11.0,169.0
6335050,2004-10-16,2.0,169.0
6335050,2004-10-17,4.0,169.0
6335050,2004-10-18,11.0,169.0
6335050,2004-10-19,31.0,169.0
6335050,2004-10-20,37.0,169.0
6335050,2005-01-18,0.0,209.0
6335050,2005-01-19,-1.0,209.0
6335050,2005-01-20,31.0,209.0
6335050,2005-01-21,95.0,209.0
6335050,2005-01-22,168.0,209.0
6335050,2005-01-23,237.0,209.0
6335050,2005-01-24,285.0,209.0
6335050,2005-01-25,248.0,209.0
6335050,2005-01-26,192.0,209.0
6335050,2005-01-27,147.0,209.0
6335050,2005-01-28,112.0,209.0
6335050,2005-01-29,84.0,209.0
6335050,2005-01-30,63.0,209.0
6335050,2005-01-31,43.0,209.0
6335050,2005-02-01,32.0,209.0
6335050,2005-02-02,29.0,209.0
6335050,2005-02-03,34.0,209.0
6335050,2005-05-04,0.0,320.0
6335050,2005-05-05,-8.0,320.0
6335050,2005-05-06,4.0,320.0
6335050,2005-05-07,17.0,320.0
6335050,2005-05-08,38.0,320.0
6335050,2005-05-09,64.0,320.0
6335050,2005-05-10,82.0,320.0
6335050,2005-05-11,89.0,320.0
6335050,2005-05-12,74.0,320.0
6335050,2005-05-13,47.0,320.0
6335050,2005-05-14,22.0,320.0
6335050,2005-05-15,15.0,320.0
6335050,2005-05-16,21.0,320.0
6335050,2005-05-17,13.0,320.0
6335050,2005-05-18,-1.0,320.0
6335050,2005-05-19,-4.0,320.0
6335050,2005-05-20,-1.0,320.0
6335050,2005-08-18,0.0,186.0
6335050,2005-08-19,18.0,186.0
6335050,2005-08-20,19.0,186.0
6335050,2005-08-21,7.0,186.0
6335050,2005-08-22,5.0,186.0
6335050,2005-08-23,14.0,186.0
6335050,2005-08-24,52.0,186.0
6335050,2005-08-25,130.0,186.0
6335050,2005-08-26,212.0,186.0
6335050,2005-08-27,233.0,186.0
6335050,2005-08-28,210.0,186.0
6335050,2005-08-29,187.0,186.0
6335050,2005-08-30,168.0,186.0
6335050,2005-08-31,156.0,186.0
6335050,2005-09-01,147.0,186.0
6335050,2005-09-02,135.0,186.0
6335050,2005-09-03,124.0,186.0
6335050,2005-12-02,0.0,87.0
6335050,2005-12-03,4.0,87.0
6335050,2005-12-04,6.0,87.0
6335050,2005-12-05,26.0,87.0
6335050,2005-12-06,81.0,87.0
6335050,2005-12-07,126.0,87.0
6335050,2005-12-08,134.0,87.0
6335050,2005-12-09,123.0,87.0
6335050,2005-12-10,105.0,87.0
6335050,2005-12-11,87.0,87.0
6335050,2005-12-12,69.0,87.0
6335050,2005-12-13,58.0,87.0
6335050,2005-12-14,46.0,87.0
6335050,2005-12-15,38.0,87.0
6335050,2005-12-16,36.0,87.0
6335050,2005-12-17,51.0,87.0
6335050,2005-12-18,66.0,87.0
6335050,2006-03-18,0.0,370.0
6335050,2006-03-19,-31.0,370.0
6335050,2006-03-20,-58.0,370.0
6335050,2006-03-21,-82.0,370.0
6335050,2006-03-22,-98.0,370.0
6335050,2006-03-23,-105.0,370.0
6335050,2006-03-24,-97.0,370.0
6335050,2006-03-25,-76.0,370.0
6335050,2006-03-26,-47.0,370.0
6335050,2006-03-27,-8.0,370.0
6335050,2006-03-28,57.0,370.0
6335050,2006-03-29,123.0,370.0
6335050,2006-03-30,151.0,370.0
6335050,2006-03-31,188.0,370.0
6335050,2006-04-01,259.0,370.0
6335050,2006-04-02,289.0,370.0
6335050,2006-04-03,287.0,370.0
6335050,2006-07-02,0.0,254.0
6335050,2006-07-03,-11.0,254.0
6335050,2006-07-04,-23.0,254.0
6335050,2006-07-05,-38.0,254.0
6335050,2006-07-06,-45.0,254.0
6335050,2006-07-07,-50.0,254.0
6335050,2006-07-08,-38.0,254.0
6335050,2006-07-09,-24.0,254.0
6335050,2006-07-10,-19.0,254.0
6335050,2006-07-11,-25.0,254.0
6335050,2006-07-12,-40.0,254.0
6335050,2006-07-13,-57.0,254.0
6335050,2006-07-14,-65.0,254.0
6335050,2006-07-15,-67.0,254.0
6335050,2006-07-16,-76.0,254.0
6335050,2006-07-17,-80.0,254.0
6335050,2006-07-18,-90.0,254.0
6335050,2006-10-16,0.0,233.0
6335050,2006-10-17,-15.0,233.0
6335050,2006-10-18,-30.0,233.0
6335050,2006-10-19,-41.0,233.0
6335050,2006-10-20,-46.0,233.0
6335050,2006-10-21,-48.0,233.0
6335050,2006-10-22,-52.0,233.0
6335050,2006-10-23,-52.0,233.0
6335050,2006-10-24,-49.0,233.0
6335050,2006-10-25,-49.0,233.0
6335050,2006-10-26,19.0,233.0
6335050,2006-10-27,59.0,233.0
6335050,2006-10-28,15.0,233.0
6335050,2006-10-29,-17.0,233.0
6335050,2006-10-30,-38.0,233.0
6335050,2006-10-31,-50.0,233.0
6335050,2006-11-01,-60.0,233.0
6335050,2007-01-30,0.0,294.0
6335050,2007-01-31,-2.0,294.0
6335050,2007-02-01,6.0,294.0
6335050,2007-02-02,6.0,294.0
6335050,2007-02-03,-8.0,294.0
6335050,2007-02-04,-23.0,294.0
6335050,2007-02-05,-37.0,294.0
6335050,2007-02-06,-50.0,294.0
6335050,2007-02-07,-57.0,294.0
6335050,2007-02-08,-62.0,294.0
6335050,2007-02-09,-53.0,294.0
6335050,2007-02-10,-15.0,294.0
6335050,2007-02-11,16.0,294.0
6335050,2007-02-12,39.0,294.0
6335050,2007-02-13,111.0,294.0
6335050,2007-02-14,217.0,294.0
6335050,2007-02-15,261.0,294.0
6335050,2007-05-16,0.0,198.0
6335050,2007-05-17,13.0,198.0
6335050,2007-05-18,34.0,198.0
6335050,2007-05-19,48.0,198.0
6335050,2007-05-20,67.0,198.0
6335050,2007-05-21,92.0,198.0
6335050,2007-05-22,89.0,198.0
6335050,2007-05-23,77.0,198.0
6335050,2007-05-24,60.0,198.0
6335050,2007-05-25,51.0,198.0
6335050,2007-05-26,44.0,198.0
6335050,2007-05-27,41.0,198.0
6335050,2007-05-28,40.0,198.0
6335050,2007-05-29,38.0,198.0
6335050,2007-05-30,42.0,198.0
6335050,2007-05-31,104.0,198.0
6335050,2007-06-01,180.0,198.0
6335050,2007-08-30,0.0,262.0
6335050,2007-08-31,-10.0,262.0
6335050,2007-09-01,0.0,262.0
6335050,2007-09-02,39.0,262.0
6335050,2007-09-03,66.0,262.0
6335050,2007-09-04,61.0,262.0
6335050,2007-09-05,46.0,262.0
6335050,2007-09-06,31.0,262.0
6335050,2007-09-07,25.0,262.0
6335050,2007-09-08,22.0,262.0
6335050,2007-09-09,13.0,262.0
6335050,2007-09-10,5.0,262.0
6335050,2007-09-11,-6.0,262.0
6335050,2007-09-12,-15.0,262.0
6335050,2007-09-13,-19.0,262.0
6335050,2007-09-14,-26.0,262.0
6335050,2007-09-15,-35.0,262.0
6335050,2007-12-14,0.0,606.0
6335050,2007-12-15,-41.0,606.0
6335050,2007-12-16,-94.0,606.0
6335050,2007-12-17,-154.0,606.0
6335050,2007-12-18,-205.0,606.0
6335050,2007-12-19,-241.0,606.0
6335050,2007-12-20,-268.0,606.0
6335050,2007-12-21,-290.0,606.0
6335050,2007-12-22,-310.0,606.0
6335050,2007-12-23,-327.0,606.0
6335050,2007-12-24,-343.0,606.0
6335050,2007-12-25,-358.0,606.0
6335050,2007-12-26,-371.0,606.0
6335050,2007-12-27,-380.0,606.0
6335050,2007-12-28,-390.0,606.0
6335050,2007-12-29,-397.0,606.0
6335050,2007-12-30,-404.0,606.0
6335050,2008-03-29,0.0,423.0
6335050,2008-03-30,3.0,423.0
6335050,2008-03-31,0.0,423.0
6335050,2008-04-01,-13.0,423.0
6335050,2008-04-02,-31.0,423.0
6335050,2008-04-03,-44.0,423.0
6335050,2008-04-04,-61.0,423.0
6335050,2008-04-05,-66.0,423.0
6335050,2008-04-06,-63.0,423.0
6335050,2008-04-07,-57.0,423.0
6335050,2008-04-08,-40.0,423.0
6335050,2008-04-09,-26.0,423.0
6335050,2008-04-10,-32.0,423.0
6335050,2008-04-11,-32.0,423.0
6335050,2008-04-12,-8.0,423.0
6335050,2008-04-13,33.0,423.0
6335050,2008-04-14,94.0,423.0
6335050,2008-07-13,0.0,221.0
6335050,2008-07-14,-5.0,221.0
6335050,2008-07-15,-3.0,221.0
6335050,2008-07-16,6.0,221.0
6335050,2008-07-17,29.0,221.0
6335050,2008-07-18,65.0,221.0
6335050,2008-07-19,73.0,221.0
6335050,2008-07-20,77.0,221.0
6335050,2008-07-21,87.0,221.0
6335050,2008-07-22,85.0,221.0
6335050,2008-07-23,64.0,221.0
6335050,2008-07-24,52.0,221.0
6335050,2008-07-25,43.0,221.0
6335050,2008-07-26,30.0,221.0
6335050,2008-07-27,25.0,221.0
6335050,2008-07-28,23.0,221.0
6335050,2008-07-29,24.0,221.0
6335050,2008-10-27,0.0,190.0
6335050,2008-10-28,-8.0,190.0
6335050,2008-10-29,-1.0,190.0
6335050,2008-10-30,2.0,190.0
6335050,2008-10-31,10.0,190.0
6335050,2008-11-01,59.0,190.0
6335050,2008-11-02,118.0,190.0
6335050,2008-11-03,118.0,190.0
6335050,2008-11-04,103.0,190.0
6335050,2008-11-05,90.0,190.0
6335050,2008-11-06,76.0,190.0
6335050,2008-11-07,62.0,190.0
6335050,2008-11-08,47.0,190.0
6335050,2008-11-09,38.0,190.0
6335050,2008-11-10,29.0,190.0
6335050,2008-11-11,23.0,190.0
6335050,2008-11-12,20.0,190.0
6335050,2009-02-10,0.0,229.0
6335050,2009-02-11,23.0,229.0
6335050,2009-02-12,137.0,229.0
6335050,2009-02-13,165.0,229.0
6335050,2009-02-14,140.0,229.0
6335050,2009-02-15,99.0,229.0
6335050,2009-02-16,61.0,229.0
6335050,2009-02-17,44.0,229.0
6335050,2009-02-18,68.0,229.0
6335050,2009-02-19,105.0,229.0
6335050,2009-02-20,110.0,229.0
6335050,2009-02-21,86.0,229.0
6335050,2009-02-22,59.0,229.0
6335050,2009-02-23,51.0,229.0
6335050,2009-02-24,66.0,229.0
6335050,2009-02-25,94.0,229.0
6335050,2009-02-26,109.0,229.0
6335050,2009-05-27,0.0,246.0
6335050,2009-05-28,-3.0,246.0
6335050,2009-05-29,11.0,246.0
6335050,2009-05-30,32.0,246.0
6335050,2009-05-31,38.0,246.0
6335050,2009-06-01,24.0,246.0
6335050,2009-06-02,8.0,246.0
6335050,2009-06-03,-4.0,246.0
6335050,2009-06-04,-15.0,246.0
6335050,2009-06-05,-23.0,246.0
6335050,2009-06-06,-28.0,246.0
6335050,2009-06-07,-25.0,246.0
6335050,2009-06-08,-21.0,246.0
6335050,2009-06-09,-18.0,246.0
6335050,2009-06-10,-15.0,246.0
6335050,2009-06-11,-8.0,246.0
6335050,2009-06-12,-1.0,246.0
6335050,2009-09-10,0.0,151.0
6335050,2009-09-11,-10.0,151.0
6335050,2009-09-12,-17.0,151.0
6335050,2009-09-13,-23.0,151.0
6335050,2009-09-14,-31.0,151.0
6335050,2009-09-15,-29.0,151.0
6335050,2009-09-16,-28.0,151.0
6335050,2009-09-17,-31.0,151.0
6335050,2009-09-18,-35.0,151.0
6335050,2009-09-19,-41.0,151.0
6335050,2009-09-20,-47.0,151.0
6335050,2009-09-21,-53.0,151.0
6335050,2009-09-22,-51.0,151.0
6335050,2009-09-23,-56.0,151.0
6335050,2009-09-24,-55.0,151.0
6335050,2009-09-25,-59.0,151.0
6335050,2009-09-26,-61.0,151.0
6335050,2009-12-25,0.0,319.0
6335050,2009-12-26,68.0,319.0
6335050,2009-12-27,148.0,319.0
6335050,2009-12-28,148.0,319.0
6335050,2009-12-29,110.0,319.0
6335050,2009-12-30,80.0,319.0
6335050,2009-12-31,110.0,319.0
6335050,2010-01-01,179.0,319.0
6335050,2010-01-02,246.0,319.0
6335050,2010-01-03,261.0,319.0
6335050,2010-01-04,232.0,319.0
6335050,2010-01-05,181.0,319.0
6335050,2010-01-06,123.0,319.0
6335050,2010-01-07,70.0,319.0
6335050,2010-01-08,38.0,319.0
6335050,2010-01-09,10.0,319.0
6335050,2010-01-10,-11.0,319.0
6335050,2010-04-10,0.0,269.0
6335050,2010-04-11,-12.0,269.0
6335050,2010-04-12,-24.0,269.0
6335050,2010-04-13,-33.0,269.0
6335050,2010-04-14,-38.0,269.0
6335050,2010-04-15,-38.0,269.0
6335050,2010-04-16,-41.0,269.0
6335050,2010-04-17,-48.0,269.0
6335050,2010-04-18,-58.0,269.0
6335050,2010-04-19,-69.0,269.0
6335050,2010-04-20,-80.0,269.0
6335050,2010-04-21,-89.0,269.0
6335050,2010-04-22,-94.0,269.0
6335050,2010-04-23,-101.0,269.0
6335050,2010-04-24,-105.0,269.0
6335050,2010-04-25,-110.0,269.0
6335050,2010-04-26,-113.0,269.0
6335050,2010-07-25,0.0,192.0
6335050,2010-07-26,33.0,192.0
6335050,2010-07-27,63.0,192.0
6335050,2010-07-28,69.0,192.0
6335050,2010-07-29,65.0,192.0
6335050,2010-07-30,71.0,192.0
6335050,2010-07-31,76.0,192.0
6335050,2010-08-01,84.0,192.0
6335050,2010-08-02,102.0,192.0
6335050,2010-08-03,106.0,192.0
6335050,2010-08-04,112.0,192.0
6335050,2010-08-05,113.0,192.0
6335050,2010-08-06,112.0,192.0
6335050,2010-08-07,115.0,192.0
6335050,2010-08-08,125.0,192.0
6335050,2010-08-09,141.0,192.0
6335050,2010-08-10,150.0,192.0
6335050,2010-11-08,0.0,168.0
6335050,2010-11-09,32.0,168.0
6335050,2010-11-10,74.0,168.0
6335050,2010-11-11,85.0,168.0
6335050,2010-11-12,88.0,168.0
6335050,2010-11-13,112.0,168.0
6335050,2010-11-14,197.0,168.0
6335050,2010-11-15,272.0,168.0
6335050,2010-11-16,259.0,168.0
6335050,2010-11-17,226.0,168.0
6335050,2010-11-18,242.0,168.0
6335050,2010-11-19,250.0,168.0
6335050,2010-11-20,223.0,168.0
6335050,2010-11-21,194.0,168.0
6335050,2010-11-22,164.0,168.0
6335050,2010-11-23,137.0,168.0
6335050,2010-11-24,118.0,168.0
6335050,2011-02-22,0.0,238.0
6335050,2011-02-23,-9.0,238.0
6335050,2011-02-24,-11.0,238.0
6335050,2011-02-25,-16.0,238.0
6335050,2011-02-26,-23.0,238.0
6335050,2011-02-27,-22.0,238.0
6335050,2011-02-28,-14.0,238.0
6335050,2011-03-01,-6.0,238.0
6335050,2011-03-02,-3.0,238.0
6335050,2011-03-03,-4.0,238.0
6335050,2011-03-04,-13.0,238.0
6335050,2011-03-05,-23.0,238.0
6335050,2011-03-06,-31.0,238.0
6335050,2011-03-07,-39.0,238.0
6335050,2011-03-08,-44.0,238.0
6335050,2011-03-09,-51.0,238.0
6335050,2011-03-10,-59.0,238.0
6335050,2011-06-08,0.0,149.0
6335050,2011-06-09,15.0,149.0
6335050,2011-06-10,11.0,149.0
6335050,2011-06-11,5.0,149.0
6335050,2011-06-12,-3.0,149.0
6335050,2011-06-13,-13.0,149.0
6335050,2011-06-14,-18.0,149.0
6335050,2011-06-15,-23.0,149.0
6335050,2011-06-16,-22.0,149.0
6335050,2011-06-17,-25.0,149.0
6335050,2011-06-18,-23.0,149.0
6335050,2011-06-19,-21.0,149.0
6335050,2011-06-20,-9.0,149.0
6335050,2011-06-21,12.0,149.0
6335050,2011-06-22,37.0,149.0
6335050,2011-06-23,56.0,149.0
6335050,2011-06-24,71.0,149.0
6335050,2011-09-22,0.0,171.0
6335050,2011-09-23,1.0,171.0
6335050,2011-09-24,-7.0,171.0
6335050,2011-09-25,-14.0,171.0
6335050,2011-09-26,-18.0,171.0
6335050,2011-09-27,-25.0,171.0
6335050,2011-09-28,-33.0,171.0
6335050,2011-09-29,-38.0,171.0
6335050,2011-09-30,-41.0,171.0
6335050,2011-10-01,-49.0,171.0
6335050,2011-10-02,-52.0,171.0
6335050,2011-10-03,-54.0,171.0
6335050,2011-10-04,-59.0,171.0
6335050,2011-10-05,-65.0,171.0
6335050,2011-10-06,-68.0,171.0
6335050,2011-10-07,-67.0,171.0
6335050,2011-10-08,-66.0,171.0
6335050,2012-01-06,0.0,624.0
6335050,2012-01-07,83.0,624.0
6335050,2012-01-08,110.0,624.0
6335050,2012-01-09,98.0,624.0
6335050,2012-01-10,48.0,624.0
6335050,2012-01-11,-3.0,624.0
6335050,2012-01-12,-55.0,624.0
6335050,2012-01-13,-102.0,624.0
6335050,2012-01-14,-144.0,624.0
6335050,2012-01-15,-182.0,624.0
6335050,2012-01-16,-214.0,624.0
6335050,2012-01-17,-243.0,624.0
6335050,2012-01-18,-266.0,624.0
6335050,2012-01-19,-284.0,624.0
6335050,2012-01-20,-274.0,624.0
6335050,2012-01-21,-226.0,624.0
6335050,2012-01-22,-140.0,624.0
6335050,2012-04-21,0.0,239.0
6335050,2012-04-22,-11.0,239.0
6335050,2012-04-23,-18.0,239.0
6335050,2012-04-24,-17.0,239.0
6335050,2012-04-25,-11.0,239.0
6335050,2012-04-26,-4.0,239.0
6335050,2012-04-27,7.0,239.0
6335050,2012-04-28,35.0,239.0
6335050,2012-04-29,30.0,239.0
6335050,2012-04-30,15.0,239.0
6335050,2012-05-01,4.0,239.0
6335050,2012-05-02,-7.0,239.0
6335050,2012-05-03,4.0,239.0
6335050,2012-05-04,42.0,239.0
6335050,2012-05-05,43.0,239.0
6335050,2012-05-06,43.0,239.0
6335050,2012-05-07,53.0,239.0
6335050,2012-08-05,0.0,173.0
6335050,2012-08-06,2.0,173.0
6335050,2012-08-07,8.0,173.0
6335050,2012-08-08,2.0,173.0
6335050,2012-08-09,2.0,173.0
6335050,2012-08-10,1.0,173.0
6335050,2012-08-11,-2.0,173.0
6335050,2012-08-12,-9.0,173.0
6335050,2012-08-13,-15.0,173.0
6335050,2012-08-14,-22.0,173.0
6335050,2012-08-15,-28.0,173.0
6335050,2012-08-16,-29.0,173.0
6335050,2012-08-17,-35.0,173.0
6335050,2012-08-18,-33.0,173.0
6335050,2012-08-19,-30.0,173.0
6335050,2012-08-20,-18.0,173.0
6335050,2012-08-21,-26.0,173.0
6335050,2012-11-19,0.0,293.0
6335050,2012-11-20,-17.0,293.0
6335050,2012-11-21,-33.0,293.0
6335050,2012-11-22,-47.0,293.0
6335050,2012-11-23,-60.0,293.0
6335050,2012-11-24,-67.0,293.0
6335050,2012-11-25,-79.0,293.0
6335050,2012-11-26,-89.0,293.0
6335050,2012-11-27,-96.0,293.0
6335050,2012-11-28,-98.0,293.0
6335050,2012-11-29,-91.0,293.0
6335050,2012-11-30,-71.0,293.0
6335050,2012-12-01,-6.0,293.0
6335050,2012-12-02,52.0,293.0
6335050,2012-12-03,40.0,293.0
6335050,2012-12-04,13.0,293.0
6335050,2012-12-05,-6.0,293.0
6335060,1965-04-16,0.0,278.0
6335060,1965-04-17,2.0,278.0
6335060,1965-04-18,19.0,278.0
6335060,1965-04-19,79.0,278.0
6335060,1965-04-20,139.0,278.0
6335060,1965-04-21,172.0,278.0
6335060,1965-04-22,163.0,278.0
6335060,1965-04-23,147.0,278.0
6335060,1965-04-24,136.0,278.0
6335060,1965-04-25,142.0,278.0
6335060,1965-04-26,144.0,278.0
6335060,1965-04-27,153.0,278.0
6335060,1965-04-28,170.0,278.0
6335060,1965-04-29,186.0,278.0
6335060,1965-04-30,219.0,278.0
6335060,1965-05-01,238.0,278.0
6335060,1965-05-02,223.0,278.0
6335060,1965-07-31,0.0,338.0
6335060,1965-08-01,9.0,338.0
6335060,1965-08-02,-1.0,338.0
6335060,1965-08-03,-4.0,338.0
6335060,1965-08-04,2.0,338.0
6335060,1965-08-05,2.0,338.0
6335060,1965-08-06,-7.0,338.0
6335060,1965-08-07,-16.0,338.0
6335060,1965-08-08,-23.0,338.0
6335060,1965-08-09,-25.0,338.0
6335060,1965-08-10,-34.0,338.0
6335060,1965-08-11,-50.0,338.0
6335060,1965-08-12,-66.0,338.0
6335060,1965-08-13,-79.0,338.0
6335060,1965-08-14,-87.0,338.0
6335060,1965-08-15,-98.0,338.0
6335060,1965-08-16,-105.0,338.0
6335060,1965-11-14,0.0,149.0
6335060,1965-11-15,11.0,149.0
6335060,1965-11-16,-3.0,149.0
6335060,1965-11-17,-19.0,149.0
6335060,1965-11-18,-21.0,149.0
6335060,1965-11-19,-23.0,149.0
6335060,1965-11-20,15.0,149.0
6335060,1965-11-21,63.0,149.0
6335060,1965-11-22,171.0,149.0
6335060,1965-11-23,247.0,149.0
6335060,1965-11-24,233.0,149.0
6335060,1965-11-25,194.0,149.0
6335060,1965-11-26,164.0,149.0
6335060,1965-11-27,148.0,149.0
6335060,1965-11-28,173.0,149.0
6335060,1965-11-29,259.0,149.0
